comparison_id	created_at	left_experiment_id	right_experiment_id	left_factor	right_factor	common_dates	common_rows	summary_path	notes
cmp_20260330T072230Z_avg_trade_notional_bias__close_vwap_churn_interaction_change	2026-03-30T07:22:30.608096+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	avg_trade_notional_bias	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.628188+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_lifecycle_churn	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.641454+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_lifecycle_churn	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn__close_vwap_churn_interaction_change	2026-03-30T07:22:30.652280+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_lifecycle_churn	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.671248+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	close_vwap_gap_intensity	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.682513+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	close_vwap_gap_intensity	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity__close_vwap_churn_interaction_change	2026-03-30T07:22:30.693647+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	close_vwap_gap_intensity	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.712158+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	structural_activity_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.724250+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	structural_activity_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_change__close_vwap_churn_interaction_change	2026-03-30T07:22:30.734373+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	structural_activity_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.753077+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	avg_trade_notional_bias_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.763231+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	avg_trade_notional_bias_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_avg_trade_notional_bias_change__close_vwap_churn_interaction_change	2026-03-30T07:22:30.777579+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	avg_trade_notional_bias_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.802026+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_lifecycle_churn_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.816720+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_lifecycle_churn_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_lifecycle_churn_change__close_vwap_churn_interaction_change	2026-03-30T07:22:30.843227+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_lifecycle_churn_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_lifecycle_churn_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.868290+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	close_vwap_gap_intensity_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.894870+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	close_vwap_gap_intensity_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction_change	2026-03-30T07:22:30.913870+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	close_vwap_gap_intensity_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_trade_event_ratio__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.935190+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_event_ratio	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_trade_event_ratio__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.946601+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_event_ratio	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_trade_event_ratio__close_vwap_churn_interaction_change	2026-03-30T07:22:30.959882+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_event_ratio	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_trade_event_ratio__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_trade_event_ratio_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.974349+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_event_ratio_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_trade_event_ratio_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.991843+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_event_ratio_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_event_ratio_change__close_vwap_churn_interaction_change	2026-03-30T07:22:31.009854+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_event_ratio_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_event_ratio_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio__order_unique_trade_participation_gap_change	2026-03-30T07:22:31.025299+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_notional_ratio	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:31.039895+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_notional_ratio	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio__close_vwap_churn_interaction_change	2026-03-30T07:22:31.051235+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_notional_ratio	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap_change	2026-03-30T07:22:31.063237+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_notional_ratio_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:31.075544+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_notional_ratio_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_trade_notional_ratio_change__close_vwap_churn_interaction_change	2026-03-30T07:22:31.089844+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_notional_ratio_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_trade_notional_ratio_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap__order_unique_trade_participation_gap_change	2026-03-30T07:22:31.099569+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	order_unique_trade_participation_gap	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:31.110930+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_unique_trade_participation_gap	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap__close_vwap_churn_interaction_change	2026-03-30T07:22:31.125180+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_unique_trade_participation_gap	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap	2026-03-30T07:22:31.136681+00:00	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_unique_trade_participation_gap_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:31.148285+00:00	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_unique_trade_participation_gap_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction	2026-03-30T07:22:31.158338+00:00	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_unique_trade_participation_gap_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction_change	2026-03-30T07:22:31.176119+00:00	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_unique_trade_participation_gap_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_notional_vs_trade_notional_gap__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:31.192825+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_notional_vs_trade_notional_gap	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_notional_vs_trade_notional_gap__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction_change	2026-03-30T07:22:31.203503+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_notional_vs_trade_notional_gap	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction	2026-03-30T07:22:31.216386+00:00	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_notional_vs_trade_notional_gap_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction_change	2026-03-30T07:22:31.228106+00:00	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	order_notional_vs_trade_notional_gap_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072231Z_close_vwap_churn_interaction__close_vwap_churn_interaction_change	2026-03-30T07:22:31.239411+00:00	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	close_vwap_churn_interaction	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072231Z_close_vwap_churn_interaction__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
